case_id,case_type,legal_regime,ipc_sections,num_ipc_sections,bns_sections,num_bns_sections,cpc_sections,num_cpc_sections,max_severity_score,immediate_threat_flag,societal_impact_score,priority_score,case_date,case_age_days,num_precedents,total_words,priority_category,priority_explanation
The_Registrar_Rajiv_Gandhi_University_vs_G_Hemlatha_And_Ors_on_23_August_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,2,1849,Low,Criminal case
The_State_Of_Maharashtra_And_Etc_Etc_vs_Saeed_Sohail_Sheikh_Etc_Etc_on_2_November_2012_1,criminal,IPC,,0,,0,,0,3,1,4,6.55,,,5,9777,High,Criminal case
The_State_Of_Tripura_vs_The_Province_Of_East_Bengalunion_Of_on_20_December_1950_1,civil,IPC,,0,,0,9,1,3,0,3,3.05,,,0,31355,Low,Civil case; 1 CPC sections involved
The_State_Of_Tripura_vs_The_Province_Of_East_Bengalunion_Of_on_4_December_1950_1,civil,IPC,,0,,0,,0,3,1,3,6.05,,,0,20790,High,Civil case
Thoti_Manohar_vs_State_Of_A_P_on_15_May_2012_1,criminal,IPC,302,1,103,1,,0,10,0,3,5.5,,,16,7055,Medium,Criminal case; 1 IPC sections involved; High legal complexity
Tukaram_Kana_Joshi_Ors_Thr_Poa_Holder_vs_M_I_D_C_Ors_on_2_November_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,14,3755,Medium,Civil case; High legal complexity
Tulshiram_Sahadu_Suryawanshi_Anr_vs_State_Of_Maharashtra_on_14_September_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,0,4288,High,Criminal case
T_N_Godavarman_Thirumulpad_vs_Union_Of_India_Ors_on_13_February_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,1,11758,Medium,Civil case
Union_Of_India_Anr_vs_Shashank_Goswami_Anr_on_23_May_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,1733,Low,Criminal case
Union_Of_India_Anr_vs_Talwinder_Singh_on_20_April_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,6,1778,Low,Civil case; High legal complexity
Union_Of_India_Ors_vs_Brigadier_P_S_Gill_on_23_March_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,4251,Low,Criminal case
Union_Of_India_Ors_vs_Madhu_E_V_Anr_on_26_April_2012_1,criminal,IPC,,0,,0,,0,3,0,1,1.55,27-12-1995,11151.0,0,2899,Very Low,Criminal case; Pending for 30 years
Union_Of_India_Ors_vs_N_R_Parmar_Ors_on_27_November_2012_1,criminal,IPC,,0,,0,,0,3,1,3,5.55,11/7/1986,14607.0,0,17191,Medium,Criminal case; Pending for 40 years
Union_Of_India_Ors_vs_S_Srinivasan_on_21_May_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,11,7568,Low,Criminal case; High legal complexity
Union_Of_India_vs_Ibrahim_Uddin_Anr_on_17_July_2012_1,civil,IPC,,0,,0,100,1,3,1,3,6.05,,,71,13983,High,Civil case; 1 CPC sections involved; High legal complexity
U_P_Power_Corp_Ltd_vs_Rajesh_Kumar_Ors_on_27_April_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,10-2-1995,11471.0,6,18210,Low,Criminal case; Pending for 31 years; High legal complexity
U_Sree_vs_U_Srinivas_on_11_December_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,2,7798,High,Criminal case
Vasanti_Dubey_vs_State_Of_M_P_on_17_January_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,3,5333,Low,Criminal case
Vidur_Impex_Traders_Pvt_Ltd_Ors_vs_Tosh_Apartments_Pvt_Ltd_Ors_on_21_August_2012_1,civil,IPC,,0,,0,"151,22",2,3,1,1,4.55,2-12-1991,12637.0,2,15511,Medium,Civil case; 2 CPC sections involved; Pending for 34 years
Vijay_Kumar_Kaul_Ors_vs_U_O_I_Ors_on_25_May_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,13,5361,Low,Civil case; High legal complexity
Vijay_Singh_vs_State_Of_Delhi_on_29_August_2012_1,criminal,IPC,,0,,0,,0,3,1,1,4.55,1-4-2001,9229.0,1,5974,Medium,Criminal case; Pending for 25 years
Vijay_Singh_vs_State_Of_U_P_Ors_on_13_April_2012_1,criminal,IPC,2,1,,0,,0,4,0,1,2.4,,,11,2863,Low,Criminal case; 1 IPC sections involved; High legal complexity
Vilas_Pandurang_Pawar_Anr_vs_State_Of_Maharashtra_Ors_on_10_September_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,2,2268,High,Criminal case
Village_Panchayat_Calangute_vs_Additional_Director_Of_Panchayat_Ii_on_2_July_2012_1,civil,IPC,,0,,0,,0,3,1,5,7.05,,,3,8431,High,Civil case
Vinayak_Kashinath_Shilkar_vs_Dy_Collector_Competent_Auth_Ors_on_29_February_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,1614,Low,Civil case
Vinay_Tyagi_vs_Irshad_Ali_Deepak_Ors_on_13_December_2012_1,criminal,IPC,"120b,121,121a,122,123",5,"61,147,148,149,150",5,,0,8,1,5,8.8,,,1,15708,Critical,Criminal case; 5 IPC sections involved
Vinod_Kapoor_vs_State_Of_Goa_Ors_on_3_October_2012_1,civil,IPC,,0,,0,,0,3,0,3,2.55,13-3-1997,10709.0,0,2318,Low,Civil case; Pending for 29 years
Vipul_Shital_Prasad_Agarwal_vs_State_Of_Gujarat_Anr_on_6_November_2012_1,criminal,IPC,25,1,2,1,,0,4,1,3,6.4,,,1,3418,High,Criminal case; 1 IPC sections involved
Vodafone_International_Holdings_B_V_vs_Union_Of_India_Anr_on_20_January_2012_1,civil,IPC,,0,,0,,0,3,1,5,6.55,31 December 2006,7129.0,9,60965,High,Civil case; Pending for 19 years; High legal complexity
V_Chandrasekaran_Anr_vs_Administrative_Officer_Ors_on_18_September_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,27,8776,Low,Civil case; High legal complexity
V_D_Bhanot_vs_Savita_Bhanot_on_7_February_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,0,2250,High,Criminal case
V_K_Sasikala_vs_State_Rep_By_Superintendent_Of_Police_on_27_September_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,1,9051,High,Criminal case
V_V_R_N_M_Subbayya_Chettiar_vs_Commissioner_Of_Income_Tax_Madras_on_21_December_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,2786,Low,Civil case
West_U_P_Sugar_Mills_Association_Ors_vs_State_Of_Uttar_Pradesh_Ors_on_17_January_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,2,3331,Low,Criminal case
Yanab_Sheikh_Gagu_vs_State_Of_West_Bengal_on_13_December_2012_1,criminal,IPC,"302,34,410",3,"103,3,317",3,,0,10,0,5,6.0,20-5-1995,11372.0,1,12274,High,Criminal case; 3 IPC sections involved; Pending for 31 years
Yeswant_Deorao_Deshmukh_vs_Walchand_Ramchand_Kothari_on_1_December_1950_1,civil,IPC,,0,,0,48,1,3,1,3,6.05,,,0,6523,High,Civil case; 1 CPC sections involved
Yumman_Ongbi_Lembi_Leima_vs_State_Of_Manipur_Ors_on_4_January_2012_1,criminal,IPC,"302,34,386",3,"103,3,308",3,,0,10,1,3,8.5,,,0,3417,Critical,Criminal case; 3 IPC sections involved
Y_K_Singla_vs_Punjab_National_Bank_Ors_on_14_December_2012_1,criminal,IPC,"196,5",2,233,1,,0,4,0,3,3.4,,,0,7308,Low,Criminal case; 2 IPC sections involved
